QID,Wikipedia_Title
Q19281444,Chiril Gaburici
Q745246,Santos Laguna
Q59223278,He Jiankui
Q50404825,Christian Titz
Q3068024,First Secretary of State
Q215,Slovenia
Q5211382,Dallas Police Department
Q373983,Adrian Peterson
Q20031362,Devin Booker
Q950179,European Green Party
Q20136005,Skillsoft
Q4795395,Arnoud De Meyer
Q551585,Aristides Gomes
Q244,Barbados
Q5097006,Chief of the Army Staff (Pakistan)
Q5200358,Cypress Ranch High School
Q30093903,FC Ararat Moscow
Q316253,Andrea Bargnani
Q66606116,Katherine Boyer
Q1766810,Sölvi Ottesen
Q52825,ABB
Q1313018,National Alliance Party (Papua New Guinea)
Q38781,FC Torpedo Kutaisi
Q1927119,Michael C. Burda
Q16635434,Soledad Buendía
Q5328857,East London (bus company)
Q8272755,Lin Yi-shih
Q134073,1. Wiener Neustädter SC
Q16150145,Michael Aresco
Q1049080,Juniper Networks
Q1553195,Party leader
Q7807370,Tim Keller (politician)
Q1835,Zinedine Zidane
Q207708,IGN
Q1711779,Yuli Edelstein
Q655407,President of China
Q333937,Michael Gove
Q7018809,Newport Central Catholic High School
Q29032,Miloš Zeman
Q912247,KK Partizan
Q172221,Slovenia national football team
Q2038800,Ruairi Quinn
Q8073614,Zoltan Ritli
Q35775,"Boise, Idaho"
Q69935603,André Ventura
Q3694903,"Governor of Balochistan, Pakistan"
Q440437,Steven Naismith
Q309456,FC Lausanne-Sport
Q21075797,Democratic Alignment (2015)
Q848336,Eutelsat
Q2928362,Advocate General for Scotland
Q467752,Verizon
Q3476298,Scott Ruscoe
Q58053056,Ibaneis Rocha
Q1718258,Sofiane Hanni
Q171334,Zaporizhzhia Oblast
Q1888771,Manchester Metropolitan University
Q2711827,Socialist People's Party of Montenegro
Q1521384,Todd Rokita
Q3318163,UZ Leuven
Q285093,Supervisory and Financial Information Authority (Vatican City)
Q6252350,John Peace
Q73386729,Polish Initiative
Q1077389,Chris Johnson (running back)
Q1515752,Alex Neil (politician)
Q289286,AC Horsens
Q22978304,Verónica Zurita
Q946334,Stephen Gleeson
Q3367563,Pascal Plancque
Q1190812,University of New Mexico
Q24239052,Deborah Birx
Q161269,British National Party
Q359848,Adnan Čustović
Q443154,Roberta Anastase
Q4058953,Ruben Hayrapetyan
Q21554828,IST Entertainment
Q11812506,Mayor of Kaohsiung
Q1244726,"Wolfson College, Cambridge"
Q66029902,Taiwan People's Party
Q4837515,Babar Azam
Q6063045,TRT World
Q17466083,David L. Goldfein
Q1546941,Samajwadi Party
Q6166666,Jay Gruden
Q17370945,Arthur Defensor Jr.
Q153012,University of Potsdam
Q7720780,The Buteman
Q1537759,Loyola University Chicago
Q1924617,Mesut Bakkal
Q163804,Städel
Q705557,Art Gallery of South Australia
Q4738615,Alyaksandr Yermakovich
Q116102,Prime Minister of Kosovo
Q7668469,T. L. Taylor
Q24039799,Eutelsat OneWeb
Q3655549,Ivaylo Petev
Q63578,Grischa Niermann
Q57903674,Gregory Zacharewicz
Q333807,"Jim Wallace, Baron Wallace of Tankerness"
Q5492631,Frantz Benjamin
Q12716110,Kjetil Knutsen
Q23901606,Peggy Johnson
Q545383,Armenian Patriarchate of Constantinople
Q177851,Isa Mustafa
Q7401829,Saint Mary's College of California
Q1097334,Dean Hammond
Q245162,FC Rapid București
Q63452687,National Police Commissioner (Sweden)
Q427965,Radical Party of the Left
Q359118,Ernesto Valverde
Q7590321,"St. Mary's High School (Phoenix, Arizona)"
Q27978402,La France Insoumise
Q5240733,David W. Oxtoby
Q6703,Empoli FC
Q2134153,Yeidckol Polevnsky
Q162754,Chancellor of the Duchy of Lancaster
Q272924,Pia Kjærsgaard
Q2334843,Fabien Galthié
Q1133257,Cornel Țălnar
Q39681,USA Today
Q5063156,"Century High School (Bismarck, North Dakota)"
Q24183505,Steve Cooper (football manager)
Q5490053,Frank Underwood (House of Cards)
Q11673,Andrew Cuomo
Q17013941,Minister of Justice (Iceland)
Q3610662,"Alex Dyer (footballer, born 1965)"
Q5213670,Walton & Hersham F.C.
Q431474,Cyril Dessel
Q3512060,TC Televisión
Q206838,FC Viktoria Plzeň
Q20303124,Jindřich Trpišovský
Q16886632,Kevin Doran
Q107989,Roderich Kiesewetter
Q53025,Gibraltar Socialist Labour Party
Q16728614,Dominique Leroy
Q5096927,Chief Secretary to the Treasury
Q16669148,Patrice Talon
Q54834034,PFC Sochi
Q17629332,Eirik Horneland
Q313000,Mauricio Pochettino
Q26845654,Abdoulaye Idrissa Maïga
Q123126,Daniel Thioune
Q41480094,Guillaume Rose
Q13526082,Premier of Queensland
Q59313241,Ekrem İmamoğlu
Q373200,Adrian Iencsi
Q964840,Eric Abetz
Q28025376,Studio Ponoc
Q48843,Accrington Stanley F.C.
Q18307,Witton Albion F.C.
Q10694,Leanne Wood
Q5369909,"Embassy of Ukraine, Tallinn"
Q4353621,José Morais
Q52151613,Sisi Ntombela
Q196185,Russell Westbrook
Q6210409,Jan Thörnqvist
Q11963,Hércules CF
Q3393355,Olegario Vázquez Raña
Q885433,Galician Nationalist Bloc
Q124086,Wesley Sneijder
Q161571,Javier Mascherano
Q13434626,Marian Jurečka
Q17386005,Derviš Hadžiosmanović
Q377947,Adrián Palomares
Q273884,President of South Africa
Q220621,Argentinos Juniors
Q472763,Dumitru Dumitriu
Q146342,Teplice
Q4751228,AnandTech
Q70602211,Mark Pack
Q26251262,Giannis Petrakis
Q1140282,Northern Fury FC
Q1951942,Muhlenberg College
Q51985,Technische Universität Berlin
Q9151958,Andrzej Eliasz
Q165956,North West (South African province)
Q42575425,Adam Vojtěch
Q127773,University Medical Center Freiburg
Q6070218,Pedro Sánchez
Q253515,Jaak Aaviksoo
Q20981735,Minister of Mineral and Petroleum Resources
Q559613,Stewart Stevenson
Q3366583,United Peasant Party
Q1430054,Florida Gulf Coast University
Q7231911,Prosper Portland
Q1246,Kosovo
Q42225228,Trevor Lawrence
Q495786,Jimmy Engoulvent
Q3310127,Mandatory (company)
Q17040754,Victorian Chamber of Commerce and Industry
Q7925455,Vickie Chapman
Q5180980,Craig Fugate
Q372599,Sivasspor
Q386683,Edward Sturing
Q29,Spain
Q138075,Alexandre Pato
Q10918,Katie Chapman
Q740126,President of the European Parliament
Q1024463,CS Concordia Chiajna
Q1867,Taipei
Q9056250,People's Party of the Balearic Islands
Q2330458,Yariv Levin
Q503010,Federal Emergency Management Agency
Q4758812,Andrew W. Mellon Foundation
Q327790,Jo Swinson
Q458101,Ciro Immobile
Q448670,Stijn Vreven
Q5105861,Chris Beardsley
Q2429212,Nazim Suleymanov
Q2162382,Leonardo Jardim
Q1424072,Independiente Santa Fe
Q187326,Aberdeen F.C.
Q450278,Raisa Bohatyriova
Q89398,Ulrike Lunacek
Q887456,Bo Svensson
Q1910161,ZANU–PF
Q957565,Greece national under-21 football team
Q33018704,Georges Képénékian
Q487494,Tesco
Q10686220,Minister for Business and Industry (Sweden)
Q4883511,Bellarmine Preparatory School
Q29966218,Susan M. Gordon
Q22001564,President of Lebanon
Q3589930,Colombia national under-17 football team
Q350378,Gary Locke
Q371656,Eudora (email client)
Q30220826,Saint Louis School
Q12880370,Makis Chavos
Q6441,Montpellier
Q996002,Markus Kauczinski
Q6770049,Mark Tucker (business)
Q2166701,Wilfrid Laurier University
Q56613139,Jamelle Bouie
Q1636958,Xiaomi
Q180305,AS Monaco FC
Q3809798,Jole Santelli
Q382324,Kuopion Palloseura
Q891,Nizhny Novgorod
Q20657581,Kelsey Plum
Q7330070,Foreign minister
Q23685495,Alexandra Arce
Q15696623,Gabriela Pazmiño
Q5705,Catalonia
Q21260477,Gitta Kutyniok
Q698344,Rashid Rakhimov
Q11743,Lila Kari
Q2565802,Peter Lérant
Q6140731,James P. Allison
Q79052337,Luka Garza
Q11270093,Chung Sye-kyun
Q16993305,Greater Manchester Police and Crime Commissioner
Q16212482,Odell Beckham Jr.
Q758822,Audiencia Nacional
Q5517112,Gail Koziara Boudreaux
Q7030183,Nicole Seah
Q1912082,Max Planck Institute of Colloids and Interfaces
Q23739107,Demosisto
Q67153570,The Independents (UK)
Q16586580,Patrick O'Flynn
Q91984,Hartmut Mehdorn
Q1185115,City of Cape Town
Q15679942,Norwegian Women's Lobby
Q6866468,Minister for Women and Gender Equality and Youth
Q39259,Recep Tayyip Erdoğan
Q1747028,European Commissioner for Energy
Q6954176,NHS Tayside
Q105426,Johannes Vogel (politician)
Q131112,Paul Krugman
Q20033298,Jakob Michelsen
Q14950655,Baker Mayfield
Q575618,Royal Military Academy Sandhurst
Q9617,Arsenal F.C.
Q7061149,Norwegian Institute of Public Health
Q828490,International Mathematical Union
Q522759,André Schubert
Q3409229,Prime Minister of the Czech Republic
Q7164,World Bank
Q694484,Wolfsberger AC
Q28745990,Turkey Wealth Fund
Q127998,Mahmoud Abbas
Q7886203,Governor of the Bank of France
Q3315114,Minister of National Defence (Canada)
Q1058,Narendra Modi
Q264766,Theresa May
Q456652,Valérien Ismaël
Q5053445,Cathy Lanier
Q6794839,Max Hattler
Q31213305,Ibram X. Kendi
Q6142629,James S. Famiglietti
Q943681,Viasat (Nordic television service)
Q2280369,Shunji Yanai
Q2656692,Giovanni Stroppa
Q566257,Friedrich Merz
Q4747030,Amjad Kalaf
Q460497,Voro (footballer)
Q1475312,Vinci SA
Q16246932,Jonah Berger
Q458393,Durham University
Q639118,International Tribunal for the Law of the Sea
Q16935101,Siniša Mali
Q22007263,Stefan Oschmann
Q552706,Igor Matovič
Q3061708,Ewen McKenzie
Q686,Vanuatu
Q975831,Gary Taylor-Fletcher
Q4969665,British Columbia Children's Hospital
Q82892,Union of Democrats and Independents
Q43082535,Sabah FC (Azerbaijan)
Q726285,FC Gomel
Q3696729,Cray Wanderers F.C.
Q6553009,Likud Central Committee
Q17578116,Interior minister
Q639738,Cabinet of the United States
Q1929,Gaël Clichy
Q5742662,National Lottery Heritage Fund
Q1726,Munich
Q10429483,Costas Malekkos
Q1119873,Montpellier Méditerranée Métropole
Q20857914,Wes Edens
Q227050,Zoumana Bakayogo
Q3347274,Nikolaos Nikolopoulos
Q716875,Johnny Manziel
Q2590293,FC Orsha
Q1692094,Johan Verstrepen
Q586,Bonn
Q1344163,France national under-20 football team
Q4294945,Minister for Finance (Ireland)
Q4973713,Margareta Pålsson
Q2407770,Jamal Sellami
Q380570,Jon Corzine
Q15789,FC Bayern Munich
Q5589754,Governor of the State of Mexico
Q192840,Sami Hyypiä
Q23887881,Philip Rogerson
Q22279007,David Makhura
Q715908,Rafael Casero
Q459145,Harumi Takahashi
Q26073,Capital Region of Denmark
Q20969964,Domingo Peppo
Q33526980,University of Kansas Medical Center
Q58345040,Robyn Denholm
Q21062855,Sally Yates
Q157332,German Aerospace Center
Q7460514,Shadow Foreign Secretary
Q942300,Stefan Niesiołowski
Q1928,Hatem Ben Arfa
Q381075,Hermann Hreiðarsson
Q218477,Polish People's Party
Q833050,HNK Šibenik
Q261534,Diego Forlán
Q4072168,Clube Atlético Sorocaba
Q12322323,Knud Vældgaard Kristensen
Q61998542,Alex Mullen (academic)
Q2073145,Belarus national under-21 football team
Q3531671,Dale Steyn
Q4738765,Alyssa Healy
Q16933914,"Minister of Public Safety, Democratic Institutions and Intergovernmental Affairs"
Q905049,Shire (pharmaceutical company)
Q16147098,Minister for Foreign Affairs (Greece)
Q3406489,Attorney General of California
Q5292594,Don Farrell
Q18207144,Elizabeth Lail
Q6544428,Lieutenant Governor of New York
Q20087369,José María González Santos
Q2905238,BlaBlaCar
Q57530,Gurbanguly Berdimuhamedow
Q10853588,Kamala Harris
Q202410,Yakubu (footballer)
Q30386985,Muriel Ressiguier
Q945233,Hayden Mullins
Q6463,FC St. Pauli
Q15701,Kagoshima Prefecture
Q132671,"Pau, Pyrénées-Atlantiques"
Q21176436,Kumudini Patnaik
Q99527550,Democratic Party For the People
Q528907,Peter Garrett
Q3765502,Giorgio Giudici
Q194126,Calgary Flames
Q870654,Movement for France
Q25768276,Megan Lukan
Q77387,Christine Lieberknecht
Q3629240,Attilio Fontana
Q4201740,England national under-16 football team
Q334261,Maria Miller
Q195932,Iraq national under-23 football team
Q331371,Conor Kostick
Q21811978,Islamabad United
Q4917978,Bishop of Southampton
Q3249579,Chief Justice of Pakistan
Q1210538,Didier Decoin
Q30687995,Justin Chang
Q232,Kazakhstan
Q92494,Wolfgang Schuster
Q264650,Mourad Boudjellal
Q161047,Germany men's national handball team
Q633521,FC Lugano
Q743479,Philippe Duron
Q62088343,Megan Gustafson
Q21028311,White House Cabinet Secretary
Q6451516,Kyle Wiltjer
Q699062,Marcus Haber
Q58195,Karel Schwarzenberg
Q1247544,University of Westminster
Q16716966,Yakiv Smolii
Q7589975,St. Mark's School (Massachusetts)
Q57418164,Jorrit Kelder
Q23530,Dmitry Medvedev
Q68772002,Martí Cifuentes
Q1912109,Max Planck Institute for the Science of Light
Q701484,Klaus Iohannis
Q18736,Stoke City F.C.
Q164334,Mexico national under-20 football team
Q463217,Jan Halvor Halvorsen
Q16703342,Viktor Kryvenko
Q661722,Bernd Stange
Q741946,András Herczeg
Q1002295,Gábor Fodor (politician)
Q18516,Hereford United F.C.
Q455023,Valérie Pécresse
Q669307,Peruvian Nationalist Party
Q49165,Amherst College
Q5296121,Donington Hall
Q4493547,Sergey Fursenko
Q204237,FC Dinamo București
Q4350263,Sergei Perednya
Q78205,Armin Laschet
Q2548154,Vadim Yevseyev
Q21162694,Maryam Monsef
Q1390670,Willie O'Dea
Q4354837,Mix Megapol
Q574896,Rachel Reeves
Q57057686,Rosie Alegado
Q21226404,Julian Nagelsmann
Q17320972,Jani Honkavaara
Q970854,Fotis Kouvelis
Q433210,Rita Barberá
Q4505112,Lou Qinjian
Q28120974,Aleksandr Martynov (Transnistrian politician)
Q63230222,VM Brasseur
Q936399,Gheorghe Bucur
Q7701087,Teodoro Locsin Jr.
Q6088707,Istanbul Şehir University
Q7149777,Paul Chan Mo-po
Q718976,Stavros Lambrinidis
Q30103202,Romain Grau
Q28403171,Otter Media
Q552229,Pier Ferdinando Casini
Q2702339,Jocelyn Gourvennec
Q5217636,Daniel J. Myers
Q49762,Christian Democratic Union of Germany
Q848335,Chairman of the Presidency of Bosnia and Herzegovina
Q14957218,Shadow Secretary of State for Scotland
Q874016,Kawasaki Frontale
Q4954897,Bradley Central High School
Q215770,Johan Djourou
Q28409121,Tang Yijun
Q19358923,Uffe Jensen
Q15041211,Prime Minister of the State of Palestine
Q732929,Newcastle Jets FC
Q18518,Kidderminster Harriers F.C.
Q6017335,Independent Tribune
Q152171,University of Bonn
Q12032389,Max banka
Q4935864,Li Andersson
Q18716,Newcastle United F.C.
Q96439823,Sven Pagel
Q57085468,Benjamin Fung
Q3917804,"Embassy of Ukraine, Minsk"
Q4300370,Basel Ghattas
Q162954,Denver Nuggets
Q1639,Lamine Diack
Q308439,National Park Service
Q1365787,Jerry Moran
Q24293722,Pernille Vermund
Q6096116,Ivan David
Q701297,Mateo Kovačić
Q2023708,Richard Blumenthal
Q483020,Paris Saint-Germain FC
Q214867,National Gallery of Art
Q485186,Key West
Q4011665,Viktor Trenevski
Q222837,AC Arlésien
Q131626,Smithsonian Institution
Q787234,Swinburne University of Technology
Q6712836,M. Lee Pelton
Q260542,Gazprom-Media
Q223450,Vitória S.C.
Q29231846,Yahoo! Inc. (2017–present)
Q1564297,"Faculty of Law, University of Zagreb"
Q30114112,Christophe Dessimoz
Q268208,Australia men's national soccer team
Q1215884,National Football League
Q221752,F91 Dudelange
Q203966,Paul Ryan
Q5724590,Stimson Center
Q936196,John Harkes
Q3776268,Luis Almagro
Q965371,Sistema Brasileiro de Televisão
Q444747,Maria Wetterstrand
Q7363747,Ron Estes
Q206,Stephen Harper
Q9661,Mozilla
Q7245059,Principal Private Secretary to the Prime Minister of the United Kingdom
Q192149,Trinidad and Tobago national football team
Q439393,Annie Lööf
Q154870,Faisalabad Wolves
Q327409,Sven Christ
Q553699,Vincent Long Van Nguyen
Q46741,Leonardo Araújo
Q396154,Eusebio Di Francesco
Q2570032,Viktor Zimin (politician)
Q1920,Samir Nasri
Q387634,Institute of the Estonian Language
Q25352258,Economic and Financial Committee (European Union)
Q984191,John Brennan (CIA officer)
Q738585,Giuseppe Pisanu
Q6742723,Malcolm X College
Q2303493,Eastleigh F.C.
Q1996365,Aldo Leão Ramírez
Q3561339,Kostas Kaiafas
Q2292295,Team Picnic PostNL (women's team)
Q3495259,St. George Illawarra Dragons
Q83307,Minister (government)
Q6865874,Minister for Government Services
Q2662902,Bishop's Stortford F.C.
Q2827151,Agricultural Research Service
Q7318528,Revival Party (Moldova)
Q1474656,Athens University of Economics and Business
Q21857164,Pavel Prokudin
Q3498466,Stephanie Rawlings-Blake
Q17509941,Solidary Democracy
Q304095,Michael Fallon
Q7648608,Susana Mendoza
Q1782918,TV 2 Group
Q984127,Manu Sareen
Q3606816,Jacinda Ardern
Q13564543,NEOS (Austria)
Q3488163,Société des Océanistes
Q556767,Jessica Valenti
Q3368888,Patrice Brun (historian)
Q260324,Tony Baldry
Q6775489,Martin Bean
Q316635,Grétar Steinsson
Q465662,José Luis Arrieta
Q591604,Warren Truss
Q116980,Gennaro Gattuso
Q511092,Eugenio Corini
Q2008499,Vancouver Whitecaps (1986–2010)
Q2604017,Roman Hryhorchuk
Q5253588,Non-voting members of the United States House of Representatives
Q1138191,F.C. Ashdod
Q507343,Progressive Alliance of Socialists and Democrats
Q470994,Víctor Fernández
Q129415,Carnegie International
Q432637,George Washington University
Q27049069,Sam Darnold
Q213439,University of Virginia
Q1360303,University of Kentucky
Q517449,Chamber of Deputies (Luxembourg)
Q20062801,State Power Investment Corporation
Q15700032,Bakri Hassan Saleh
Q5217998,Dan Donovan (politician)
Q180462,Salomon Kalou
Q164177,Phoenix Suns
Q174156,King of Malaysia
Q3224,New South Wales
Q6400810,Metropolitan Police F.C.
Q35121341,Mohammed Adjei Sowah
Q296050,Kavala F.C.
Q467943,Sylvia Pinel
Q19828435,Minnesota United FC
Q20021323,Rubén Albés
Q96373866,Boutokaan Kiribati Moa Party
Q738648,Delhi Capitals
Q595117,Philippe Taquet
Q25713876,Catalan European Democratic Party
Q752885,Oissel
Q6529728,Les Miles
Q650273,Switzerland national under-17 football team
Q24041820,Renzo Caramaschi
Q23060444,Fabrice Leggeri
Q379563,José Serra
Q2415975,Columbia University Irving Medical Center
Q17427,Chinese Communist Party
Q1765168,Communication University of China
Q48935,Chesterfield F.C.
Q2085704,Norbert Hrnčár
Q5476713,21st Century Fox
Q429972,National Mobilization
Q775966,Quilmes Atlético Club
Q20810793,Podemos Region of Murcia
Q757110,MFK Ružomberok
Q5006560,CJ McCollum
Q3894843,Creating Opportunities
Q6892571,Mohammed bin Salman
Q21662912,Ruben Gnanalingam
Q3264779,Luc Colijn
Q4074656,Aleksey Baga
Q24006864,"Heimir Guðjónsson (footballer, born 1969)"
Q954035,University of Bradford
Q847200,Katusha–Alpecin
Q511397,ServusTV
Q19497,"Oscar (footballer, born 1991)"
Q2297130,Socialist Union of Popular Forces
Q97062780,Mayor of Quezon City
Q4453078,Sergei Tashuyev
Q3898856,Pekka Lyyski
Q11971,SD Huesca
Q216661,CD Tenerife
Q749138,Mjällby AIF
Q1000,Gabon
Q19720839,Pieter Steinz
Q21002708,Kåre Schultz
Q1959511,Higher School of Economics
Q4981046,Brynwood Partners
Q696828,Heimo Pfeifenberger
Q22095871,Sandra Schmid
Q36007810,Jina Osothsilp
Q133556,Ashley Cole
Q552880,Tianjin Tianhai F.C.
Q54704043,Lauren Sallan
Q22696254,Charlot Salwai
Q1568284,Markus Anfang
Q221927,De Graafschap
Q161337,Orlando Magic
Q441695,Erjon Bogdani
Q620781,Geroa Bai
Q950958,Charles Michel
Q16302622,Wendy Vera
Q1424071,Roger Schmidt (footballer)
Q6518817,Lehigh Mountain Hawks men's basketball
Q1443,Molise
Q1887900,Malusi Gigaba
Q2219286,Harrogate Town A.F.C.
Q2482633,Andriy Parubiy
Q517444,BFM TV
Q30223742,Mark Aguiar
Q4891943,Carlos Jiménez Villarejo
Q84,London
Q460064,Christy Clark
Q18332,Ramsbottom United F.C.
Q312651,Rudy Fernández (basketball)
Q57646385,Marian Croak
Q77982236,Jennifer Westacott
Q461739,Karen Bass
Q6119635,Jacobi Medical Center
Q632004,Radboud University Nijmegen
Q57040530,Bradlee Heckmann
Q105254,1. FSV Mainz 05
Q381657,Job Cohen
Q3344746,Jacques Delors Institute
Q725018,Lierse S.K. (1906)
Q1152752,Democratic Party of Turkmenistan
Q4136107,Vyacheslav Gerashchenko
Q58014343,Mohamed Salem Ould Béchir
Q1506059,Modern Language Association
Q35496520,Amy McGrath
Q4693047,Agnes Gund
Q3896740,Democratic Party of Republika Srpska
Q459506,University of Bristol
Q7387670,S. M. Velusamy
Q7477985,President of the Senate of the Republic (Italy)
Q18619030,Vicki L. Hanson
Q18050950,Somyot Poompanmoung
Q6293843,José Ramón de la Morena
Q117743,Daren Sammy
Q6972211,Coalition Movement
Q15048,Elio Di Rupo
Q49127,Harvard Kennedy School
Q309911,Peter Sagan
Q545122,Louis Bontes
Q19924921,Alexander Hamilton (Trumbull)
Q11013932,Shadow Chancellor of the Exchequer
Q311222,Kei Nishikori
Q21063129,Naina Singh Chautala
Q1240224,Donald Payne Jr.
Q2040719,Oleg Kononov
Q608518,Unibail-Rodamco-Westfield
Q1881407,MFK Karviná
Q54824304,Courtney Johnston
Q1810281,Nippo–Vini Fantini–Faizanè
Q11043304,Naledi Pandor
Q1199255,FC Vysočina Jihlava
Q752521,Socialist Party of Serbia
Q3271,Todd Platts
Q3515818,Tarso Genro
Q18535172,Francesco Starace
Q41563,Julia Gillard
Q1431996,Quimper Kerfeunteun FC
Q540878,Hazel Jenkins
Q452418,Colin Cameron (footballer)
